time,date,totalAssets,netProfit,percentageProfit,netCash,totalLiabilites
14:50:48, 2020-11-27,11256.4048123975,2876.0064113975,0.25549955419424364,1480.0001441891231,-3000
15:05:20,2020-11-27,11097.1134063647,2716.7150053647,0.2448127639937914,1479.0001441891231,-3000

